PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 Population Source Population_gp category color cat_gp group
0.0438381 -0.0675306 -0.0378507 0.0144457 0.0228191 0.00203022 0.0166845 0.0297371 -0.0123933 -0.0283761 PUR 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0339347 -0.0681072 -0.037874 0.0137514 0.0252437 0.00389119 0.00869537 0.0254797 -0.00863003 -0.0149108 PUR 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0116654 -0.0623322 -0.0351153 0.0103309 0.0276798 0.00155094 0.00950457 0.0310146 -0.0100184 -0.0308912 PUR 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0496062 -0.0890039 -0.031848 -0.0114237 0.0277532 -0.000846029 0.00585151 0.0261941 -0.00403418 -0.0195399 PUR 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0398976 -0.0770089 -0.0351503 0.00234741 0.0281747 0.00113413 0.0048654 0.0172473 -0.00494001 -0.0193251 PUR 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0430361 -0.0721825 -0.0367537 0.0069302 0.0265084 0.00214364 0.00607683 0.0271803 -0.00670091 -0.0153151 PUR 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0383033 -0.0855882 -0.0327455 -0.00887992 0.0286543 0.00330433 0.0123501 0.0251621 -0.0112481 -0.0217344 PUR 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0453214 -0.0726435 -0.0425149 0.013561 0.0270478 0.00299405 0.0101184 0.0294803 -0.00605697 -0.0231288 PUR 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0808025 -0.12015 -0.0308491 -0.0324947 -0.0118377 -0.00147915 -0.00125252 -0.0426415 0.0110044 -0.0165908 GBR 1000G EUR 1000G 1 1000G 1000G_EUR
0.0785797 -0.0083664 -0.0718902 0.109415 0.00502539 -3.96321e-06 -0.000782729 0.00415618 -0.00141979 0.000141653 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
-0.0211767 -0.0312272 -0.0378934 0.0308282 0.00902539 -0.0019492 9.70463e-05 0.00325818 -0.00197134 -0.000751795 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0704219 -0.0400361 -0.0582001 0.0653434 0.0100698 -0.00545784 0.00507174 0.004272 -0.00216462 0.00637639 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0624786 -0.0700742 -0.0429377 0.0202114 0.0219832 0.00150691 -0.000200898 0.0109567 0.00178725 0.000595702 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0632347 -0.0428642 -0.0576935 0.0620508 0.0166015 -0.00177091 0.000151288 0.00994327 -0.00312241 0.00128261 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0574213 -0.0392808 -0.0575602 0.0617107 0.0135223 0.0047395 0.00235766 0.0127595 -0.000598946 -0.00415432 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0725911 -0.0659673 -0.0517128 0.0368359 0.0236582 0.00191208 -0.00105098 0.0173855 -0.000238176 -0.000227167 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0701286 -0.0808833 -0.040457 0.015022 0.0294603 0.00273107 -0.000950157 0.0145624 0.00389336 -0.000266516 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0703832 -0.0888355 -0.0422291 0.00385453 0.0315917 -0.00121043 -3.58975e-05 0.022645 -0.000395207 0.00704876 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0612412 -0.0577526 -0.0487194 0.0430945 0.0186232 -0.00317287 0.000437756 0.0150879 0.00127082 0.00577669 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0739614 -0.0620341 -0.0528593 0.034492 0.0210027 -0.00208985 0.00233222 0.0122108 -0.000489539 -0.00103909 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0646206 -0.0661253 -0.0466936 0.0283547 0.0231743 0.00477672 -0.00111606 0.0136428 0.00450164 -0.00112876 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0566868 -0.065197 -0.0440832 0.0256521 0.0240829 0.0029802 0.00111011 0.0135756 -0.00121207 0.00357439 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0434827 -0.0584165 -0.0424174 0.0276902 0.0203269 0.00421473 0.00213439 0.0151976 -0.00518156 0.00029293 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0301834 -0.0383801 -0.0487043 0.0451217 0.014383 -0.000653145 0.00133397 0.0113767 -0.000503598 0.000712273 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0376597 -0.050973 -0.0437327 0.037693 0.0104526 -0.00170735 -0.000268963 0.00210265 -0.000277239 0.00266553 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0471883 -0.0565429 -0.0468178 0.0293183 0.0192932 0.00230527 -1.00836e-05 0.00998305 -0.00259824 -0.00141895 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0428525 -0.0103654 -0.0635699 0.0964954 0.00547461 -0.00322239 0.00215633 0.00293717 0.00541945 -0.000252056 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0663568 -0.05849 -0.0516295 0.0474728 0.0211546 -0.000718111 0.0034048 0.00544659 0.00518276 0.00082156 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0720299 -0.0697048 -0.0496378 0.0331026 0.0268326 0.00444589 2.00774e-05 0.0217952 0.00122377 -0.000539689 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.038942 -0.0434748 -0.0499372 0.0453692 0.0142871 -0.0009846 0.00114116 0.00522909 -0.00327632 0.00358167 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0506977 -0.049589 -0.0469758 0.0418874 0.0146971 0.00228288 0.0039655 0.0143583 0.00480197 -0.000107387 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0641135 -0.0414384 -0.055531 0.057619 0.0173187 0.000534207 0.000945418 0.0104007 0.000760792 0.000192034 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0675227 -0.0714951 -0.0485934 0.0295701 0.0262528 0.00174207 0.00046717 0.0147258 0.00229497 0.00674455 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0589793 -0.0667971 -0.044002 0.0210247 0.0269195 0.00212011 -0.000947344 0.0192719 -0.0011141 0.00584966 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0608441 -0.087544 -0.0388863 0.00201255 0.0312041 0.000316269 -0.000350754 0.0220532 -0.00228478 0.000453485 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
-0.00011813 -0.0317004 -0.044219 0.0480989 0.0111435 -0.00137328 -0.00154247 0.00347435 -0.00167346 0.00440185 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0280184 -0.0640462 -0.0370414 0.0165487 0.021993 0.00123508 0.0106324 0.0227932 -0.00198244 -0.0200846 PUR 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.016455 -0.0637653 -0.0309272 0.00763946 0.0229974 0.00181962 0.00648417 0.0228496 -0.00776232 -0.015023 PUR 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0535661 -0.0864086 -0.0386441 -0.00090365 0.031264 0.00423991 0.00929202 0.0258014 -0.0138579 -0.0294014 PUR 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0294302 -0.0598863 -0.0361605 0.0205706 0.0217872 0.00313237 0.00857824 0.0164932 -0.00568471 -0.01781 PUR 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0285718 -0.0672022 -0.035867 0.0128413 0.0212429 0.00696972 0.00742192 0.0237115 -0.00572186 -0.0236299 PUR 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0313067 -0.0638868 -0.0344143 0.0145945 0.0223286 0.00536772 0.0101753 0.022546 -0.00950634 -0.0155455 PUR 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0289366 -0.0643836 -0.0353233 0.0123606 0.0235621 0.00339835 0.00774218 0.0214775 -0.0155013 -0.0168367 PUR 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0468154 -0.0834589 -0.0335577 -0.00324553 0.0308795 -0.00282795 0.00789279 0.0305511 -0.00278261 -0.015531 PUR 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0497957 -0.0677814 -0.0442224 0.0249082 0.0309251 0.0024016 0.0126058 0.0327291 -0.0120052 -0.029521 PUR 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.035547 -0.0646873 -0.039015 0.0204383 0.0242912 -0.00240066 0.00689666 0.0260331 -0.00794635 -0.0206089 PUR 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0381192 -0.0708627 -0.0362245 0.011115 0.0236132 0.00102964 0.0133561 0.0245134 -0.00910818 -0.0183115 PUR 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0472662 -0.0547596 -0.0473277 0.0376706 0.0203288 0.00300653 0.00265432 0.0125287 0.00449858 0.00572408 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.069045 -0.0696227 -0.04694 0.0253932 0.0230642 -0.00160572 0.00466539 0.0124637 -0.000526261 -0.00276939 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0665919 -0.0150833 -0.062862 0.0906318 0.00430361 -0.00423664 0.00449654 0.00106995 0.00234279 0.000953818 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0712139 -0.0928537 -0.0408109 -0.0054288 0.0334903 0.00271162 -0.00126326 0.023663 -0.00133239 0.00362653 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0716831 -0.111132 -0.0348317 -0.0246786 0.0344435 0.00188618 1.27678e-05 0.0192758 0.0019192 0.00199138 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0294248 -0.0573141 -0.0437911 0.028688 0.00988643 -6.61911e-06 -0.000128227 0.00137636 0.000248851 0.00040111 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0709496 -0.0383899 -0.0557968 0.0640901 0.0122081 -0.00157639 -0.000884537 0.00288811 0.00334412 0.00196438 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0664299 -0.00914766 -0.0691114 0.105842 0.00511703 -0.00221099 0.00216477 0.000810122 0.00339359 -0.00465177 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0492282 -0.0512274 -0.048895 0.0370513 0.0162861 0.000596966 0.0043705 0.00914906 0.00081204 0.00273064 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0574995 -0.0621415 -0.0441147 0.0281021 0.0175321 -5.00402e-05 0.00331974 0.00651497 0.0015692 -0.00290873 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0680913 -0.0401609 -0.0620187 0.0624456 0.0162539 0.00185446 -0.000486897 0.0129156 0.0023617 -0.000540072 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0639857 -0.0377195 -0.0561986 0.0621996 0.0154058 0.00207119 0.00125208 0.00921425 0.00488501 0.00210517 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0684201 -0.0431233 -0.0586079 0.0695976 0.0137565 -0.000630838 0.00324886 0.0127301 -0.00069317 -0.00182462 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0288969 -0.0257044 -0.0495384 0.0621642 0.00919653 0.00357911 -0.00161763 0.0043466 -0.00127741 0.00134716 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
-0.00249064 -0.0224573 -0.0428065 0.0503444 0.00727969 0.0024068 -0.000287506 0.000232652 -0.0013882 0.00157556 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0248237 -0.0364452 -0.0509473 0.0493372 0.0144626 0.00119715 0.00138218 0.00738097 -0.00204875 0.00670269 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0697263 -0.0808223 -0.0450727 0.0134066 0.0329935 0.00383661 0.00391611 0.0227298 0.00629855 0.00291508 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0701204 -0.0815721 -0.0424135 0.012081 0.0340269 -0.000138507 0.00547748 0.0230054 0.00480791 0.001359 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0695897 -0.0903417 -0.0406219 0.00603891 0.0271571 0.00344548 0.00122175 0.0173295 0.00966342 -0.00379464 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0693609 -0.0914947 -0.0391591 -0.0020503 0.0372834 0.00299694 0.00281315 0.0218005 0.00197543 -0.00201439 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
-0.0232094 -0.0219645 -0.0376771 0.0423252 0.00771951 -0.00231099 0.00634038 0.00258079 0.00257897 -0.00268778 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0664024 -0.0469039 -0.0542568 0.0538817 0.016315 0.00170866 0.00602308 0.00616387 0.0013972 0.000862628 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0341591 -0.0719953 -0.0358535 0.00486179 0.0265474 0.00151479 0.000660177 0.0127803 -0.00151767 0.00294562 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0706755 -0.0943928 -0.0374059 -0.00139437 0.0350521 0.00236803 0.000261341 0.0212144 -1.03885e-05 0.00413975 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0698184 -0.0872769 -0.03998 0.00496894 0.034595 0.00155546 -0.000493223 0.0196225 -0.000198077 0.00368584 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0680181 -0.0777703 -0.0430578 0.0182894 0.0267158 0.00323435 0.00108536 0.0127101 -0.00377081 0.00882301 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0517261 -0.0281633 -0.0556944 0.0709164 0.00889801 0.00142125 -0.00057706 0.0117818 0.00183261 0.00310632 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0433675 -0.031573 -0.0551556 0.0608747 0.011286 0.000419871 -0.000157181 0.00550791 0.00143104 0.00314064 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.065043 -0.0458234 -0.0564225 0.0577829 0.0180029 0.0018113 0.00178747 0.00718552 0.00405989 0.00330203 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0639404 -0.0485075 -0.0535342 0.0526685 0.0201784 0.000517273 -0.00339051 0.00971562 0.000791882 0.00433748 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0682611 -0.114374 -0.0273285 -0.0352298 0.028791 0.00495043 0.000587575 0.0100166 0.000316268 -0.00391502 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0681111 -0.11395 -0.0289336 -0.0369611 0.0248739 0.000769785 0.00390777 0.0147635 0.00189502 -0.000879292 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0734756 -0.116033 -0.0295057 -0.0367218 0.0286899 0.0040316 0.000804103 0.00856139 -0.0016669 0.00177099 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0719312 -0.115769 -0.0311785 -0.0374441 0.0349346 0.00671151 -0.00121073 0.00906538 -0.00316151 -0.000162917 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0684897 -0.116092 -0.028647 -0.0373943 0.0318774 0.00132202 0.00171911 0.00315046 0.00341576 0.0082542 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0701691 -0.117908 -0.0312029 -0.0364081 0.0306281 0.00359641 0.000743254 0.00677427 -0.00355672 -0.00513769 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0691857 -0.11706 -0.0293833 -0.0376118 0.0324419 0.00249072 0.00655517 0.0084151 -0.000726103 0.00397968 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0704239 -0.116754 -0.030209 -0.0343238 0.0320397 0.00316123 0.00102246 0.0144307 -0.000229772 -0.000851951 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.073941 -0.120514 -0.0308267 -0.0362104 0.0280162 0.00340052 -0.000688461 0.0139038 -0.00245072 -0.0109825 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0737362 -0.120319 -0.0342826 -0.0370205 0.0301976 0.00260151 -0.00110611 0.00293063 -0.00151161 -0.00450835 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0770158 -0.121168 -0.0342919 -0.0378033 0.0305494 0.00394751 -0.00191612 0.00582769 -0.0065502 -0.0171925 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0781781 -0.122735 -0.0359537 -0.03839 0.032432 0.00786686 0.00479628 0.00240947 -0.00210529 -0.0157517 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0779703 -0.122272 -0.0370258 -0.0397387 0.0315501 0.00668521 0.00235975 0.0111149 0.000247513 -0.0110111 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0767661 -0.120175 -0.03441 -0.0400838 0.0304297 0.00192299 0.000234949 0.0126984 -0.00691022 -0.00802744 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0785216 -0.120902 -0.0373927 -0.0381427 0.0325805 0.00355354 0.00283283 0.00911255 -0.00575482 -0.0206353 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0789592 -0.121776 -0.0375216 -0.0396043 0.0279188 0.00354029 -0.00127927 -0.00181465 -0.00283754 -0.0233882 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0722124 -0.117265 -0.0298127 -0.0371619 0.029702 0.00389061 0.003062 0.0120895 -0.00317203 -0.00243363 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0718441 -0.115102 -0.0308082 -0.0386576 0.0306575 0.00306687 0.00196806 0.00669483 0.000607081 0.00375827 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0659973 -0.116026 -0.0289995 -0.0344303 0.0312904 0.00279266 0.000712665 0.0091364 -0.00149101 0.00555833 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0698964 -0.11703 -0.0311551 -0.0369194 0.0353595 0.00917903 0.00564407 0.0141522 -0.00589837 -0.00335959 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.069533 -0.114017 -0.0311077 -0.0383264 0.0310683 0.00578357 0.00230943 0.0127033 0.000405148 0.00636885 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0670882 -0.116655 -0.0284625 -0.0366247 0.0311537 -0.0018976 0.000620422 0.0123448 0.000860001 -0.00553721 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0723073 -0.117206 -0.0333003 -0.0374251 0.0289403 0.00536872 0.00294991 0.00128389 0.00253195 -0.00685712 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0730731 -0.117344 -0.0300976 -0.0371799 0.0283583 -0.0028118 -0.0018677 -1.60503e-07 0.00687284 0.00682818 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0597054 -0.0713623 -0.0460508 0.022705 0.0281295 0.00192254 -0.00141733 0.0200278 -0.000414744 0.00142776 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
-0.0296606 -0.0261768 -0.0342713 0.0363105 0.00819482 0.00498149 0.000900606 0.00789539 0.00107721 0.000112384 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0139812 -0.0277524 -0.04334 0.0556425 0.0115849 -0.000479661 0.00264975 0.00253255 -0.000993463 0.00326887 CLM 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0785477 0.0112395 -0.0804269 0.138526 -0.00339968 -0.00404265 -0.00126123 -0.00726839 -0.00255482 0.0067558 PEL 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0749148 -0.0288485 -0.0615829 0.084618 0.00720718 -0.00167017 -0.000788483 0.00330999 3.32547e-05 -0.00316049 PEL 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0812441 0.00400071 -0.0784263 0.130733 -0.00295427 -0.00231217 -0.00134259 -0.00411954 0.00224295 0.00284475 PEL 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0844122 0.0550944 -0.103818 0.207574 -0.0176615 -0.0109164 -0.00112495 -0.0128042 0.00061417 0.00352961 PEL 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.06084 -0.029191 -0.0596824 0.0761865 0.0092982 -0.00195143 -0.00156605 -0.000970512 0.00353045 0.00761595 PEL 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.077444 -0.00514992 -0.074973 0.118218 -0.000306209 -0.00610761 -0.0019652 -0.00411271 0.00310295 0.000976168 PEL 1000G AMR 1000G 1 1000G 1000G_nonEUR
0.0637523 -0.0355412 0.075785 0.0145409 -0.00425486 -0.00217475 0.00118437 -0.00708975 0.000963544 0.00242681 PJL 1000G SAS 1000G 1 1000G 1000G_nonEUR
0.0639931 -0.0358937 0.074859 0.0141351 -0.00452 0.00126447 0.0015135 -0.00230916 -0.00351682 0.00152983 PJL 1000G SAS 1000G 1 1000G 1000G_nonEUR
0.0644033 -0.0381525 0.0740866 0.0164224 0.000627157 -0.000526962 0.00451544 -0.0077372 -0.00157735 -9.12844e-05 PJL 1000G SAS 1000G 1 1000G 1000G_nonEUR
0.0631964 -0.045702 0.0735707 0.0131376 0.00355429 0.00153239 0.00181268 -0.00404951 0.00193056 0.00473775 PJL 1000G SAS 1000G 1 1000G 1000G_nonEUR
0.0735021 0.149592 -0.0147092 -0.0336969 0.00464094 -0.0328232 0.000294035 -0.0002707 0.00128578 -0.00144049 KHV 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0730439 0.146618 -0.0120631 -0.0313263 0.00165247 -0.0354826 0.00265035 -0.000222269 0.000121716 0.00284246 KHV 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0721555 0.151083 -0.0145405 -0.0349415 0.00423249 -0.0366452 -0.00184123 -0.000500398 0.00127256 -0.00140755 KHV 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.072346 0.146337 -0.0142215 -0.03202 0.00481245 -0.0370444 0.000983297 0.00139565 0.00246537 -0.00150168 KHV 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0727286 0.148174 -0.0134427 -0.0324916 0.00389842 -0.0336477 0.00196176 0.00214803 -0.000210183 0.000602743 KHV 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0726893 0.150825 -0.0157708 -0.0327 0.00341726 -0.0334595 -0.00155984 0.00174505 -0.00159228 0.000694644 KHV 1000G EAS 1000G 1 1000G 1000G_nonEUR
0.0685704 -0.116832 -0.0290019 -0.0356622 0.0277323 -0.00144422 -0.00224994 0.0131281 0.000142624 0.00319955 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0706307 -0.115856 -0.0277944 -0.0359866 0.0302426 0.00285253 0.000829951 0.00748293 0.00233335 0.00830618 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0747917 -0.119459 -0.0308114 -0.0377377 0.0278886 0.00368498 -0.000649697 0.00496316 -0.0082897 0.00245758 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0733691 -0.117643 -0.031459 -0.0387137 0.0256412 0.00122632 -9.66978e-05 0.00225129 -0.00485128 -0.00546205 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0714818 -0.115145 -0.0257589 -0.0345199 0.0297197 0.000659185 0.000587813 -0.000433122 -0.0063081 0.00603228 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0716894 -0.11604 -0.0296373 -0.0370396 0.03072 0.00232685 0.00178863 0.010631 -0.00038201 -0.00615726 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0701668 -0.116446 -0.029701 -0.0372474 0.0353903 0.00333121 0.0042878 0.0144247 0.000942531 -0.00566995 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0682016 -0.117308 -0.0295728 -0.0390046 0.0267172 0.00182994 0.000141898 0.0108939 -0.00416481 -0.00402803 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0724233 -0.116803 -0.0252946 -0.0357908 0.0311229 0.00553476 -0.00232461 0.0195062 -6.65669e-05 0.0042427 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.070968 -0.117548 -0.0267971 -0.038086 0.0239556 0.00618004 -0.00227857 0.00536804 0.00133385 -0.00643877 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.071494 -0.113922 -0.0283631 -0.0367029 0.0293078 -0.000859911 -0.000839147 0.0150391 -0.00586616 -0.00292296 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.069675 -0.114113 -0.030963 -0.032543 0.0311786 0.00212058 0.00149706 0.0156611 -0.00289634 0.000273402 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0729549 -0.118402 -0.0269668 -0.0348627 0.0335213 0.00252639 0.000714087 0.00746495 0.00093981 -0.00156213 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0698336 -0.114928 -0.0295858 -0.0364921 0.030028 0.00365743 0.00210885 0.00924267 -0.00654527 0.00637947 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0681819 -0.117252 -0.0321297 -0.0367369 0.0333755 0.00311493 0.00147713 0.00915759 -0.000283793 0.00440937 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0710766 -0.11438 -0.0295644 -0.0368005 0.0391614 0.000144105 0.00198429 0.0139221 -4.43245e-05 -0.00639889 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0736255 -0.115658 -0.0308603 -0.0362887 0.0294592 0.003584 0.00102002 5.6907e-05 -0.00194533 0.00377871 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0670693 -0.111326 -0.0243353 -0.0333042 0.0384168 0.00219138 0.000231602 0.015437 -0.00542099 0.00927286 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0555605 -0.108592 -0.0252509 -0.0346053 0.0390725 -0.000738733 -0.0017475 0.0199609 -0.00053574 0.00770821 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0618583 -0.112448 -0.0266755 -0.0358244 0.0410749 0.00694733 0.004995 0.0125461 0.00225767 -0.00198622 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0747705 -0.119951 -0.031313 -0.0371521 0.0308553 -9.33759e-05 0.00042848 0.0103203 -0.00762699 0.00295375 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.072281 -0.116872 -0.0295643 -0.0402242 0.0309632 0.00406382 0.000569082 0.0158107 -0.00698392 0.00514436 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0677361 -0.112819 -0.0256845 -0.0326362 0.0269129 -0.00281524 0.000217451 0.00992084 -0.00284738 0.00240683 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0625994 -0.112841 -0.0289968 -0.0356239 0.0297185 0.000258302 -0.00241129 0.0137639 -0.00216511 -0.00701001 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0724983 -0.117849 -0.0286008 -0.0394156 0.03092 0.00461293 0.00392496 0.0091528 0.00265296 0.00590698 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0729929 -0.118756 -0.029928 -0.0350645 0.0248798 -9.94558e-05 0.00127094 0.00538974 -0.00319547 0.00209011 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0750426 -0.119884 -0.0315237 -0.0368992 0.0308959 0.00370017 0.00170917 -0.000350428 -0.00356982 -0.00312214 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
0.0735179 -0.118833 -0.0304406 -0.0371569 0.03472 0.00606667 0.00298156 0.00915389 -0.00914395 -0.00677047 IBS 1000G EUR 1000G 1 1000G 1000G_EUR
