PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 Population Source Population_gp category color cat_gp group
0.0626057 -0.0129885 0.0928922 0.0248352 -0.00101308 -0.00161417 0.00405634 -0.0034646 0.0142155 -0.0311517 PJL 1000G SAS 1000G 1 1000G 1000G_nonEUR
0.0620351 -0.0147251 0.0901133 0.0218126 -0.00434069 -0.00259326 0.00181973 -0.00636241 0.0131242 -0.031658 PJL 1000G SAS 1000G 1 1000G 1000G_nonEUR
0.0614707 -0.0121406 0.0958796 0.0251726 -0.00447692 0.00185567 0.000899738 -0.00183161 0.0108586 -0.0330913 PJL 1000G SAS 1000G 1 1000G 1000G_nonEUR
0.0601565 -0.0150129 0.0945426 0.022224 -0.00501341 -0.00233607 -0.000139198 0.000110695 0.00633453 -0.0290561 PJL 1000G SAS 1000G 1 1000G 1000G_nonEUR
0.0608363 -0.0202171 0.0901878 0.0224568 -0.00230396 -0.00231321 0.00255827 -0.00027066 0.0112105 -0.0294344 PJL 1000G SAS 1000G 1 1000G 1000G_nonEUR
-0.20077 0.00295921 -0.00172667 0.00094848 -0.000606488 -0.00169195 0.0465897 0.00199971 0.0281248 0.0109282 GWD 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.201746 0.00510484 -0.00119327 -0.00171797 -0.000653025 0.000423583 0.0434953 0.00233146 0.0265896 0.00894859 GWD 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.201541 0.00461822 -0.000120585 -0.000556612 -1.7656e-05 -0.00013259 0.050125 0.00256317 0.0319347 0.0101212 GWD 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.199333 0.00221221 -0.00140674 -0.000276434 0.000814948 0.000799249 0.0459621 0.00295144 0.0269106 0.0121216 GWD 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.201262 0.00403201 -0.00117955 -0.00221799 0.000853998 0.000791603 0.0426107 0.00158382 0.0185166 0.00632767 GWD 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.203711 0.00397526 -0.00183358 -0.000711891 -0.0010737 0.00116483 0.0267774 -0.0010794 0.0055982 0.000645429 GWD 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.196494 0.00316336 -0.00288114 -0.001582 0.00219463 0.00111279 0.0433294 0.00357022 0.0265035 0.00960198 GWD 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.194486 0.00376015 -0.000420804 -0.00224021 0.000251292 0.00162668 0.0446733 0.00223703 0.0237817 0.00750336 GWD 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.197264 0.00473444 -0.00104154 -0.00148164 -0.000336628 0.00131602 0.0491144 0.00255725 0.0290283 0.0101583 GWD 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.200124 0.00399827 -0.00338521 -0.0018047 0.00176998 0.00123673 0.0495861 0.00245704 0.0321744 0.0117018 GWD 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206056 0.00241587 -0.0011202 -0.00125262 -0.00175071 0.00244666 0.0255511 -0.000764179 0.00836956 0.00359718 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.20497 0.00827607 -0.00128533 -0.000801194 -0.00263953 0.000985308 0.033784 -0.00338715 0.0058036 0.00380121 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205293 0.00561947 -0.00120078 0.00167862 -0.00386391 2.9412e-05 0.0260809 -0.00309826 0.00756269 0.00261784 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205812 0.0065118 -0.00237873 3.13487e-05 -0.00242018 -0.000916292 0.0340165 -0.00168797 0.00755402 0.0060616 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205874 0.00504206 0.00066579 -0.0012641 -0.0015484 0.00131391 0.0302622 -0.000730976 0.00643998 0.00483172 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205146 0.00568943 -0.0020742 0.000770349 -0.00191708 -0.001287 0.0272922 -0.00302562 0.0047032 0.00222864 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204972 0.00488857 -0.00080104 -0.00102377 -0.00245002 0.000194796 0.0308641 -0.000215527 0.0103127 0.00492578 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205237 0.00513601 7.71414e-05 0.0015476 -0.000836179 0.00125182 0.0322813 -0.0021346 0.00947184 0.00356704 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206019 0.00705202 -0.000335438 0.000240203 -0.00245074 2.75043e-05 0.0258551 -0.00204059 0.0104723 0.00485143 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206383 0.00188507 -0.000577804 0.00108702 -0.00101859 0.0014198 0.0289735 -0.00119552 0.00712278 0.00346667 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204701 0.00585737 -0.00190331 0.000232369 -0.00268421 -0.000998795 0.0269311 -0.00129462 0.00619189 0.00333087 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204604 0.00475256 -3.57228e-05 0.000571894 -0.000210681 -0.00165594 0.0318968 -0.000265283 0.0104269 0.0058302 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204169 0.00335176 -0.00118658 -0.000901392 -0.00129976 -0.00200022 0.0324098 -0.00129398 0.0129023 0.00408445 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205447 0.00312179 -0.000760913 7.62108e-05 -0.000232992 -0.000983444 0.0296638 -0.000231016 0.0074468 0.0028281 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205227 0.00431927 -0.000132435 -0.000710249 -0.00184825 0.000495829 0.0281845 -0.00281814 0.00384459 0.00227747 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.203259 0.00537484 0.00060726 -0.00188511 -0.00176668 0.000448587 0.0305777 -0.00249822 0.00392706 0.00302116 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.207929 0.00709937 -0.00073994 -0.0009636 -0.00262472 0.00146702 0.0250636 -0.00210449 0.00799721 0.00122048 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204232 0.00438841 -0.0011328 -0.000190889 -0.00125529 -0.00138069 0.0235638 -0.000612549 0.00744134 0.00360733 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204798 0.00596887 -0.00193042 0.00150087 -0.00372102 -0.000340759 0.0304789 -0.00227826 0.00884987 0.00603098 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204497 0.00584524 -0.0017388 0.000554488 -0.00381718 -0.00125623 0.0295537 -0.00390607 0.009582 0.00640085 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.202471 0.00542794 -0.0015208 0.000125237 -0.00177031 -0.000301207 0.0273788 -0.00119333 0.00549702 0.00289341 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.203037 0.00610936 -0.00163097 -0.00167301 -0.000883299 -0.000350671 0.0265787 -0.000379893 0.00351013 0.00179115 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.20125 0.00509522 -0.00249868 -0.000847212 -0.00188614 0.000299735 0.0323321 -0.00176468 0.0127797 0.00542043 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.203612 0.00354052 -0.00252457 0.000243391 -0.00198511 0.00061316 0.0244348 -0.00286972 0.00584299 0.00313792 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204405 0.0053258 -0.00250165 -0.000399764 -0.00415316 0.00107265 0.0289733 -0.000315777 0.00679367 0.00647954 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205641 0.00760665 -0.00159016 0.000677627 -0.00359734 0.00356076 0.0287601 -0.00115036 0.00811001 0.00133592 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205671 0.00476183 -0.00297533 0.000112085 -0.00191885 -0.00129523 0.0281583 -0.000784846 0.00815557 0.000809176 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.208911 0.00640265 -0.001573 -9.05283e-05 -0.00422377 -0.00158675 -0.0128792 -0.00533973 -0.0324374 -0.00793404 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204574 0.00619407 0.00112325 0.00086032 -0.00315137 -0.000793904 -0.0100167 -0.00396639 -0.0300543 -0.0100658 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206456 0.00687645 -0.00127417 -0.000204636 -0.00515566 -0.000389664 -0.00924827 -0.00454663 -0.0338497 -0.00800796 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.207795 0.00362857 5.83977e-05 -0.000996546 -0.0020999 -0.001997 -0.0106571 -0.00555664 -0.0324527 -0.00886365 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.208269 0.00536689 -0.00133175 0.000467144 -0.00475391 -0.000582194 -0.00924697 -0.00427677 -0.0307146 -0.00902945 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204507 0.00576836 -0.000852873 0.00210068 -0.00326848 -0.00199383 -0.0107374 -0.00450727 -0.0323571 -0.0105427 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205401 0.00737686 -0.000646738 2.86928e-05 -0.00211206 -0.0018346 -0.0106267 -0.00402701 -0.0267298 -0.00984062 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205122 0.00407461 -0.00306732 -0.00198522 -0.00358814 -0.00244973 -0.0120453 -0.00361552 -0.02922 -0.0108122 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205692 0.00667015 -0.000636769 -0.000451611 -0.00456273 0.00010394 -0.0119563 -0.00331215 -0.0356748 -0.0144122 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205876 0.00650588 -0.00156241 -0.000386096 -0.00268439 -0.00156059 -0.00904948 -0.00497208 -0.0310701 -0.0106004 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205407 0.00620013 -0.0013326 0.00116751 -0.00184567 -0.00145026 -0.0133916 -0.00608093 -0.0343949 -0.0122862 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205214 0.00478601 -0.000407075 -0.000620947 -0.002426 -0.00238264 -0.0110269 -0.00441823 -0.0322563 -0.00971944 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204681 0.00418366 -0.00106502 0.000320614 -0.00332351 -0.00180616 -0.0128088 -0.00545306 -0.0328231 -0.00978412 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205006 0.00708666 0.000497298 -0.000237438 -0.00292512 -0.000551077 -0.0138644 -0.00491044 -0.0321331 -0.0120709 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205218 0.00569207 -0.00104449 -0.00040958 -0.00350975 -0.000358764 -0.0124567 -0.00356832 -0.0311818 -0.0106885 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206313 0.00699764 -0.00162742 -0.000113262 -0.00282129 -0.00303278 -0.00782077 -0.00264546 -0.0317875 -0.0112959 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206167 0.00660375 -0.000112547 -0.000529367 -0.00300124 -0.000484825 -0.00735092 -0.00372877 -0.0302557 -0.0103797 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.207305 0.0066027 -0.00177771 0.00129805 -0.00257655 -0.000532892 -0.0106099 -0.00566236 -0.0304761 -0.00877729 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.207002 0.00575268 -0.00195119 -0.000633156 -0.00286461 -0.00162376 -0.0102453 -0.0035545 -0.0295461 -0.00871413 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205479 0.0054269 -0.00397657 -0.000842728 -0.00502279 0.00154577 -0.00983724 -0.00446304 -0.0312961 -0.00741846 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206483 0.00531494 -0.00128185 -0.00076518 -0.00278392 7.77752e-07 -0.00810928 -0.00562462 -0.0284921 -0.00851488 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205678 0.00496794 -0.00212307 0.000707368 -0.00236261 0.00025858 -0.00695169 -0.00432635 -0.0342148 -0.0104291 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.20565 0.00505936 -0.00195051 0.000679751 -0.00323805 0.00166488 -0.0116329 -0.005831 -0.0273801 -0.00569315 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.203714 0.00548202 -0.000641022 0.000460444 -0.00363549 -0.00179486 -0.0164702 -0.00352086 -0.0308652 -0.0118008 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205484 0.00511933 -0.00103075 0.000389161 -0.00227071 -0.00168649 -0.0129509 -0.00485103 -0.0324053 -0.00824081 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205705 0.00559358 -0.00053555 -0.000971708 -0.00334375 -0.000384616 -0.00978279 -0.00288037 -0.0314768 -0.010447 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205167 0.0053645 -0.00150179 -0.000374119 -0.00309878 -0.00157189 -0.0103786 -0.00638353 -0.0310634 -0.00818155 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204539 0.00530854 -0.000796319 -0.00339033 -0.00331682 -0.000109371 -0.0108958 -0.00627935 -0.0307952 -0.0106848 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205648 0.00589661 -0.00167924 -0.000978913 -0.00377974 -0.0013655 -0.0126485 -0.00253133 -0.0304935 -0.0102782 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.20526 0.00655566 -0.00235845 -0.00161472 -0.00338628 -0.00166042 -0.016316 -0.00201115 -0.0321534 -0.00890212 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.207618 0.00772947 -0.00143515 0.000634023 -0.00437251 -0.00146647 -0.0115212 -0.00609329 -0.0364643 -0.0126123 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.203241 0.00568138 -0.000770552 -0.00188056 -0.00107888 -0.000963917 -0.0102782 -0.00417913 -0.034289 -0.0087933 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.20586 0.00461254 -0.000646564 -0.000244669 -0.00259872 -0.00132896 -0.0104069 -0.00539185 -0.0290271 -0.00994395 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.20378 0.00406659 -0.00111695 -0.00291495 -0.00280968 -0.000657613 -0.0108143 -0.00476142 -0.0299758 -0.00889118 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.208426 0.00482065 -0.00121908 0.00013035 -0.00270754 -0.00368505 -0.0101753 -0.00527729 -0.0375974 -0.0112276 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205949 0.0067067 -0.000646309 -0.00306629 -0.00147295 -0.000916287 -0.010397 -0.00539781 -0.0298714 -0.00881669 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206419 0.00594886 -0.0031886 -0.00168359 -0.00373542 0.00062317 -0.0119057 -0.00494448 -0.0308526 -0.00933614 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.203644 0.00740114 -0.0034094 0.00168966 -0.00415093 -0.00141934 -0.012139 -0.00452305 -0.0330033 -0.0102522 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.203787 0.00536552 -0.000181269 -0.00150902 -0.00400549 0.000412544 -0.00714002 -0.00371883 -0.0277702 -0.0113222 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204222 0.00546356 -0.000722286 -0.00051671 -0.00452493 -0.00143698 -0.0117904 -0.00381878 -0.0307042 -0.00672765 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.2032 0.0046974 -0.002438 0.000847097 -0.00242185 0.000226722 -0.0106698 -0.00394717 -0.0352044 -0.00899245 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206323 0.00420574 -0.000463296 -0.00054483 -0.00311518 -0.000710913 -0.010781 -0.00434047 -0.0328155 -0.00765009 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204814 0.00612833 -0.00183931 -0.00182156 -0.00229351 0.000270022 -0.0142387 -0.00524086 -0.0312064 -0.0119256 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205508 0.00508136 -0.00203085 -0.00159575 -0.00232393 -0.000786124 0.0263361 -0.00322734 0.00182992 0.00527523 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204935 0.00501359 -0.00341141 -8.02015e-05 -0.00286986 0.000226055 0.0267325 -0.00254493 0.00525106 0.000271362 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.20643 0.00565574 -0.00322924 5.39161e-06 -0.00319829 0.00103678 0.0272094 -0.0031019 0.0051836 0.00225449 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206014 0.00446681 -0.000541634 0.000299266 -0.00112855 0.00192327 0.0276222 -0.00199395 0.00700429 0.00285901 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
0.0609331 -0.0137565 0.0904144 0.0214482 -0.00100023 -0.00297554 0.00112216 0.000909377 0.00236793 -0.0139494 PJL 1000G SAS 1000G 1 1000G 1000G_nonEUR
0.0601551 -0.0159952 0.0887401 0.0187249 -0.00118027 -0.000463227 0.00279563 -0.00319461 0.00704715 -0.0165085 PJL 1000G SAS 1000G 1 1000G 1000G_nonEUR
0.0627559 -0.0406546 0.072385 0.0154778 0.000600861 0.00172836 0.0033754 -0.00275678 0.00212737 0.00888769 PJL 1000G SAS 1000G 1 1000G 1000G_nonEUR
0.0651987 -0.0385196 0.0759176 0.0174328 0.00102363 -0.000517833 0.00270176 0.00038446 -0.000832954 0.00801503 PJL 1000G SAS 1000G 1 1000G 1000G_nonEUR
0.0635737 -0.0446618 0.0690904 0.0136277 0.000676586 0.000199874 0.00263859 -0.00494414 -0.00138875 0.00121612 PJL 1000G SAS 1000G 1 1000G 1000G_nonEUR
0.0650257 -0.0514158 0.0666045 0.00957129 0.00342976 -0.00110739 0.00339927 -0.00605316 0.000219469 0.00356761 PJL 1000G SAS 1000G 1 1000G 1000G_nonEUR
-0.201942 0.00283022 -0.00125227 -8.97817e-05 -0.000867491 0.000747677 0.0486694 0.00139366 0.0290615 0.0122873 GWD 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204255 0.00517867 -0.00010965 -4.22568e-05 -0.00102982 0.00197783 0.0446687 0.000886077 0.0288745 0.0113719 GWD 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.194057 0.00182069 -0.00143936 -0.000941098 0.00255537 0.00331753 0.0511996 0.00361872 0.0281802 0.0105102 GWD 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.198092 0.00320714 -0.000180527 -0.00275938 0.0014398 0.0031669 0.0440781 0.00266077 0.0176541 0.0097394 GWD 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.198426 0.00421603 -0.00256134 0.000960859 0.00125497 0.00362662 0.0510629 0.00221271 0.0290029 0.00764779 GWD 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.194384 0.00471215 8.44926e-05 -0.000996911 -0.000203432 0.00198054 0.04934 0.00527286 0.0311201 0.0110586 GWD 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.207693 0.00399734 -0.00311452 0.0003141 -0.00180359 8.55157e-05 -0.00895854 -0.00577681 -0.0306726 -0.00980445 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204372 0.00541725 -0.000497908 -0.000155169 -0.0021024 0.000489481 -0.0132819 -0.0032575 -0.0304631 -0.0108823 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.20348 0.00674254 -0.0011468 -0.000267782 -0.00345325 -0.000646146 -0.00729024 -0.00276696 -0.0324207 -0.0113259 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205358 0.00582957 -0.00173556 -0.00121188 -0.00318159 0.00071665 -0.0148852 -0.00281865 -0.0333767 -0.00989581 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205439 0.00569924 -0.00227014 -0.00112476 -0.00293291 -0.000580032 -0.0117824 -0.00479628 -0.0362458 -0.012068 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.20646 0.00497912 -0.00077854 0.000329297 -0.000553015 -0.000198867 -0.0130893 -0.00442817 -0.0283052 -0.0125299 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206444 0.00433756 -0.00142864 0.000253895 -0.00251605 -0.00101155 -0.0111214 -0.00587888 -0.0275144 -0.00930699 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204241 0.00442768 -0.00185848 0.000702946 -0.00280006 -0.000256676 -0.0118489 -0.00507721 -0.0321676 -0.00995509 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.203618 0.00625698 -0.00250657 -3.20741e-06 -0.00157651 0.00157831 -0.0106931 -0.00340162 -0.0259318 -0.00746281 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.20451 0.0056299 0.000745624 -8.85824e-05 -0.00216748 -0.000856537 -0.0103166 -0.00454484 -0.032511 -0.0118564 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206197 0.00325004 -0.00175182 -0.000902246 -0.0031579 0.000386736 -0.0127327 -0.00608638 -0.0307778 -0.0115599 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204234 0.00564189 -0.00270081 -0.00207017 -0.00225278 0.000471019 -0.0116995 -0.00185779 -0.0304529 -0.00916841 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206328 0.00530149 -0.00232048 -0.00161267 -0.00244247 -0.000909067 -0.012708 -0.0054131 -0.0333473 -0.0103835 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.207901 0.00648922 0.000394872 -0.00213466 -0.00181274 -0.000673119 -0.0114552 -0.0062298 -0.0366665 -0.00980491 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206121 0.00450057 -0.000555225 0.00026268 -0.0029025 -6.77435e-05 -0.0108952 -0.00414517 -0.0294224 -0.0103833 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.203346 0.00558176 -0.00142991 -0.00118888 -0.00166024 -0.00135475 -0.00960059 -0.00759372 -0.0318923 -0.00931843 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.208317 0.00437164 -0.00102161 0.0025056 -0.00241211 0.000563973 -0.0113837 -0.00440315 -0.0355753 -0.0112475 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204364 0.00549131 -0.00139752 0.000617615 -0.000619755 0.000382106 -0.010535 -0.0029056 -0.030848 -0.00685815 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205917 0.00619731 -4.77232e-05 -0.000166767 -0.00261845 -0.000355368 -0.0126731 -0.00421864 -0.0359346 -0.00889041 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.20567 0.00735591 -0.00188583 0.000114228 -0.00197531 -0.00196239 -0.0140875 -0.00678764 -0.0362936 -0.00910738 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205029 0.00502178 -0.0013023 -2.41518e-05 -0.00388366 -0.00154024 -0.0154781 -0.00465634 -0.0293959 -0.0109159 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205907 0.00503458 0.0004238 0.000161438 -0.0024523 0.00169513 -0.00876839 -0.00746248 -0.0384062 -0.0100379 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205718 0.00625901 -0.00193106 -0.000142943 -0.00239025 -0.0026132 -0.0136978 -0.0046634 -0.0310293 -0.00924208 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204511 0.00666542 -0.00186355 -0.000634571 -0.00319296 -0.00115274 -0.0129173 -0.00428457 -0.0292675 -0.0100162 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206972 0.00605865 -0.000964868 0.000510859 -0.00435486 -0.00229572 -0.0122907 -0.00693578 -0.0376165 -0.0135091 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.207799 0.00463503 -0.00143966 -0.00169818 -0.00164737 0.00163252 -0.0115565 -0.00578495 -0.0358676 -0.011252 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204941 0.00676076 0.000446884 -0.00117406 -0.00254916 0.00349856 -0.0118818 -0.00423658 -0.0277345 -0.00778466 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206371 0.0077597 -0.00118961 -6.90735e-05 -0.00266685 -0.00118569 -0.0130339 -0.00565961 -0.0350632 -0.00754304 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.20537 0.00647529 -0.00325746 0.000509139 -0.00454735 0.000334673 -0.0172979 -0.00462823 -0.0365026 -0.00970025 ESN 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206316 0.00557187 -0.00265525 -0.000908394 -0.00175213 -0.00120502 0.0302133 -0.00198043 0.00455462 0.00423373 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204882 0.00501076 -0.00102538 0.000169248 -0.00312071 0.00333864 0.0266758 -0.00200649 0.00211927 0.00493125 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206795 0.00319808 -4.5781e-05 0.00072647 -0.00284297 -0.00150254 0.0264513 -0.00298791 0.00855854 0.00135676 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.202943 0.00465896 -0.000458855 -0.000636991 -0.00290977 0.000522748 0.0288011 -0.00414913 0.00326871 0.00216195 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204294 0.00460708 -0.00355402 3.20895e-05 -0.00189886 0.00179067 0.0246522 -0.00209551 0.0107171 0.00575631 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205009 0.00518347 -0.00143608 -0.000796976 -0.00221967 0.000981514 0.0336901 -0.00177959 0.0115261 0.00495457 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206537 0.00601113 -0.00152273 -0.00126556 -0.00382539 -0.00268621 0.029123 -0.00135753 0.00423122 0.00102521 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.205306 0.00648655 -0.00173316 -0.00124207 -0.00283005 -0.0004997 0.0289609 -0.00306621 0.00407952 0.0039959 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.203807 0.00516788 -0.00092988 0.000301533 -0.00249722 0.0011478 0.0304394 -0.00338271 0.00932658 0.00285019 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.206356 0.00402404 -0.00165145 0.000629016 -0.00166895 0.00117708 0.0264654 -0.00233841 0.0102596 0.00313484 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.203215 0.00522495 8.17445e-06 0.000982669 -0.00203263 0.000584529 0.0298806 -0.00433428 0.00468958 0.00368892 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.203042 0.0060839 -0.000567532 -0.000814538 -0.00121641 0.000243949 0.0296371 -0.00325213 0.00527335 0.00326782 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204728 0.00577426 -0.00235298 -0.000145502 -0.00139044 -0.000785474 0.0329248 -0.00222418 0.0126145 0.00448322 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
-0.204711 0.00425434 0.000960691 -8.64921e-05 -0.0023144 0.000309825 0.0266247 -0.00214687 0.00782858 0.00178546 MSL 1000G AFR 1000G 1 1000G 1000G_nonEUR
